,Products,Reciept_ID,Serial No.,Quantity,Sales Price,Unit Price,Cost_Price,Date and Time
913,MENS SWIMMING SHORT,000084,135225,76,940,12.368421052631579,11.75,12/11/2018 11:00 AM
914,PANASONIC MINI DV GS-60,000084,171685,2,1944,972.0,923.4,12/11/2018 11:00 AM
915,AMOS I DOUGH 8 COLORS,000084,130372,62,9821,158.40322580645162,150.48306451612905,12/11/2018 11:00 AM
916,PANASONIC HIFI SCV K-450,000084,113329,43,8936,207.8139534883721,197.4232558139535,12/11/2018 11:00 AM
917,KNITTED FRILL TOP,000085,113087,39,8561,219.51282051282053,208.5371794871795,12/11/2018 11:00 AM
918,EPSON PRINTER RIBBON DFX-9000,000085,135904,11,2805,255.0,242.25,12/11/2018 11:00 AM
919,RIZVI SPIRAL NOTECOPY #2,000085,118604,18,5932,329.55555555555554,313.0777777777778,12/11/2018 11:00 AM
920,SKIDS GIRLS CAPRICE PINK 5-12Y,000085,111825,51,2495,48.92156862745098,46.47549019607843,12/13/2018 05:43 PM
921,145G NESCAFE CAPUCINO STRONG,000085,123845,18,5206,289.22222222222223,274.7611111111111,12/13/2018 05:43 PM
922,LADIES HOOD WITH SATIN LINING,000086,153963,88,6099,69.30681818181819,65.84147727272727,12/13/2018 05:43 PM
923,NOKIA E50 CELL PHONE,000086,122751,15,4183,278.8666666666667,264.92333333333335,12/13/2018 05:43 PM
924,SKIDS BOYS BOXERS LONG WVN 5-1,000086,111989,40,5949,148.725,141.28875,12/17/2018 11:57 PM
925,BH MEN W.FREE TROUSER W TEFLON,000086,116361,30,6283,209.43333333333334,198.96166666666667,12/17/2018 11:57 PM
926,TOUCHMATE NOTEBOOK COOLER PAD,000087,102943,24,128,5.333333333333333,5.066666666666666,12/17/2018 11:57 PM
927,"ACER  17"" V173WB MONITOR",000087,126757,52,3809,73.25,69.5875,12/17/2018 11:57 PM
928,250ML RGB FANTA SHELL + BO,000087,107078,50,2431,48.62,46.189,12/17/2018 11:57 PM
929,SALAM SUBJECT SPRIAL COPY #6,000087,151601,6,8312,1385.3333333333333,1316.0666666666666,12/17/2018 11:57 PM
930,FAIRLINE BATHSHEET 90X150CM BE,000087,153439,61,5294,86.78688524590164,82.44754098360656,12/18/2018 03:17 PM
931,1000ML RGB SPRITE SHELL + BOTTLES,000088,107106,25,727,29.08,27.625999999999998,12/18/2018 03:17 PM
932,ARTICLE:82/86,000088,116360,75,9867,131.56,124.982,12/18/2018 09:23 PM
933,RIZVI SPIRAL NOTECOPY #2,000088,118604,34,5208,153.1764705882353,145.51764705882354,12/18/2018 09:23 PM
934,MENS HOOD/JACKET,000088,122713,78,3123,40.03846153846154,38.03653846153846,12/18/2018 09:23 PM
935,NOKIA N82 CELL PHONE,000088,135631,39,1377,35.30769230769231,33.54230769230769,12/22/2018 03:46 AM
936,NOKIA 1662,000088,141700,84,5018,59.73809523809524,56.75119047619048,12/22/2018 03:46 AM
937,"2GB,320GBHD,15.6"" LED,DVD,BT,C",000088,135934,93,5390,57.956989247311824,55.05913978494623,12/22/2018 03:46 AM
938,NOKIA 5000 CELL PHONE,000089,137506,41,8981,219.0487804878049,208.09634146341466,12/22/2018 11:43 AM
939,MENS TROUSER MICROFIBER A-1362,000089,135219,65,5788,89.04615384615384,84.59384615384614,12/22/2018 11:43 AM
940,EPSON C-59 INKJET PRINTER,000089,131058,73,9648,132.16438356164383,125.55616438356164,12/22/2018 11:43 AM
941,SNOWMAN ERASABLE MARKER70 GREEN,000089,148035,78,414,5.3076923076923075,5.042307692307692,12/22/2018 11:43 AM
942,QUALITY RUBBER BAND BOX,000089,147943,14,4348,310.57142857142856,295.04285714285714,12/22/2018 11:43 AM
943,NOKIA E62 CELL  PHONE,000089,122748,94,3096,32.93617021276596,31.28936170212766,12/22/2018 11:43 AM
944,"ACER 17"" LCD MONITOR 1716FS",00009,126708,70,3983,56.9,54.055,12/23/2018 02:03 PM
945,SKIDS GIRLS SHRT FLR WHT 5-12Y,00009,111954,70,8825,126.07142857142857,119.76785714285714,12/23/2018 04:26 PM
946,"CLRS: KHAKI , GREY",00009,116340,59,1038,17.593220338983052,16.7135593220339,12/23/2018 04:26 PM
947,"AT1.6,1GB,160GB,WIFI,10.1"",XPH",00009,131266,3,7731,2577.0,2448.15,12/23/2018 04:26 PM
948,NOKIA 7210 SUPER NOVA,00009,140372,71,1236,17.408450704225352,16.538028169014083,12/23/2018 04:26 PM
949,SALAM SUBJECT SPRIAL COPY #3,000090,151598,99,2743,27.707070707070706,26.32171717171717,12/23/2018 04:26 PM
950,"WIDESCREEN, 2500:1,5MS RESPONS",000090,126705,25,8384,335.36,318.592,12/23/2018 08:06 PM
951,SKIDS MENS WOVEN BOXER S,000090,112034,38,5834,153.52631578947367,145.85,12/23/2018 08:06 PM
952,SKIRT OF FABRIC COMBO -2,000090,150888,98,6467,65.98979591836735,62.69030612244898,12/23/2018 08:06 PM
953,SALAM SPRIAL NOTE COPY #2,000090,151752,38,7227,190.18421052631578,180.67499999999998,12/23/2018 08:06 PM
954,PRINTED CAPRICE,000090,113110,71,7648,107.71830985915493,102.33239436619718,12/23/2018 08:06 PM
955,"PANASONIC 42"" PLASMA TH-42PV7",000090,113333,50,2547,50.94,48.393,12/23/2018 08:06 PM
956,SKIDS BOYS SHIRT APPLIQ 5-12YR,000090,111828,33,8685,263.1818181818182,250.02272727272728,12/23/2018 08:06 PM
957,"10PC 10"" SPIRAL CANDLE",000091,150286,10,2758,275.8,262.01,12/23/2018 08:06 PM
958,3PC SQAURE CANDLE SET,000091,147516,29,8748,301.6551724137931,286.5724137931034,12/25/2018 05:53 AM
959,FLINE BATHSHEET 90X150CM MIN B,000091,113352,11,1572,142.9090909090909,135.76363636363635,12/25/2018 05:53 AM
960,"DC2.3GHZ,15.6"",2GB,250GB,DVD,W",000091,132575,12,2015,167.91666666666666,159.52083333333331,12/25/2018 05:53 AM
961,"10PC 8"" SPIRAL CANDLE",000091,149321,43,2205,51.27906976744186,48.71511627906977,12/25/2018 05:53 AM
962,WD40 - 400ML,000092,113202,86,9878,114.86046511627907,109.11744186046512,12/25/2018 07:03 PM
963,"4PC 14"" GLITTER CANDLE",000092,152935,57,4567,80.12280701754386,76.11666666666667,12/25/2018 07:03 PM
964,NOKIA 5310 CELL PHONE,000092,129079,32,8599,268.71875,255.2828125,12/25/2018 07:03 PM
965,MENS TROUSER MICROFIBER A-1207,000092,133859,14,6646,474.7142857142857,450.97857142857146,12/25/2018 07:03 PM
966,AW.AYS MICRO TROUSER ASSORTED,000092,128193,17,9844,579.0588235294117,550.1058823529411,12/25/2018 07:03 PM
967,"TROUSER 36""  WAIST",000093,116373,35,9495,271.2857142857143,257.7214285714286,12/25/2018 07:03 PM
968,SKIDS BOYS HOOD 5-12YRS,000094,111846,51,6697,131.31372549019608,124.74803921568628,12/25/2018 07:03 PM
969,TERRY TROUSER,000094,113126,53,2676,50.490566037735846,47.966037735849056,12/25/2018 07:03 PM
970,ACER ASPIRE 5920-602G16MI,000094,126749,95,1044,10.989473684210527,10.440000000000001,12/25/2018 07:03 PM
971,NOKIA 5310 CELL PHONE,000094,129079,99,991,10.01010101010101,9.50959595959596,12/25/2018 07:03 PM
972,"4PC 14"" DINNER CANDLE",000094,149069,32,101,3.15625,2.9984375,12/26/2018 06:35 AM
973,BOARD HOLDING STAND,000094,159031,22,1746,79.36363636363636,75.39545454545454,12/26/2018 08:19 PM
974,SKIDS GIRLS T-W-APP & PRINT-6-,000094,150889,47,580,12.340425531914894,11.72340425531915,12/26/2018 08:19 PM
975,G-02A+B CHIFON,000095,113179,89,9130,102.58426966292134,97.45505617977528,12/26/2018 08:19 PM
976,"DC2.10,14.1"",3GB,320GB,BT,CAM,",000095,126752,8,7301,912.625,866.99375,12/29/2018 04:06 AM
977,BOARD HOLDING STAND,000095,159031,16,4682,292.625,277.99375,12/29/2018 04:06 AM
978,RIZVI SPIRAL SUBJECT COPY #3,000095,120806,99,8129,82.11111111111111,78.00555555555556,12/29/2018 06:05 PM
979,BOXER SHORTS,000095,111785,35,7245,207.0,196.65,12/29/2018 06:05 PM
980,TROUSER SOFINI,000095,131045,89,3501,39.337078651685395,37.370224719101124,12/29/2018 06:05 PM
981,3000GM+ MORAKHI,000095,123846,91,4198,46.13186813186813,43.825274725274724,12/29/2018 06:05 PM
982,MENS TROUSER MICROFIBER A-1362,000096,135219,67,2001,29.865671641791046,28.372388059701493,12/29/2018 06:05 PM
983,FLINE HANDTOWEL 50X100CM MIN B,000096,113350,58,3587,61.8448275862069,58.75258620689655,12/29/2018 06:05 PM
984,"DC2.2GH,15.6"",4GB,320GB,BT,HDM",000097,121862,25,5342,213.68,202.996,12/31/2018 02:13 AM
985,SPIKE FILE,000097,130377,18,9106,505.8888888888889,480.5944444444445,12/31/2018 02:13 AM
986,COTTON PRINTED FRILL,000097,113078,85,5000,58.8235294117647,55.882352941176464,12/31/2018 02:13 AM
987,"ATOM,1GB,160GB,DVDRW,WIFI,XP,1",000097,131270,47,2020,42.97872340425532,40.829787234042556,12/31/2018 02:13 AM
988,"AT1.6,1GB,160GB,WIFI,10.1"",XPH",000098,131266,69,942,13.652173913043478,12.969565217391304,12/31/2018 02:13 AM
989,250ML FLAVOURED MILK ZAFRAN DEL,000098,312254,7,3234,462.0,438.9,12/31/2018 02:13 AM
990,EPSON CX5900 3 IN 1 PHOTO PRINTER,000098,131070,90,1041,11.566666666666666,10.988333333333333,12/31/2018 02:13 AM
991,PRINTED CAPRICE,000098,113110,67,9613,143.47761194029852,136.3037313432836,12/31/2018 02:13 AM
992,SKIDS GIRLS SHRT LACS GRN 5-12,000098,111962,75,8806,117.41333333333333,111.54266666666666,12/31/2018 07:30 PM
993,"C2D, 1GB, 160GB, VISTA BUS., D",000098,126703,34,3777,111.08823529411765,105.53382352941176,12/31/2018 07:30 PM
994,RAGLON SHIRT W/ FRON EMBELISHM,000098,111783,79,2191,27.734177215189874,26.34746835443038,12/31/2018 07:30 PM
995,PANASONIC HOME THEATRE HT-895,000098,113293,61,9822,161.01639344262296,152.9655737704918,12/31/2018 07:30 PM
996,"DC2.2GH,15.6"",4GB,320GB,BT,HDM",000098,121862,93,4390,47.204301075268816,44.844086021505376,12/31/2018 07:30 PM
997,EPSON PRINTER RIBBON DFX5000/8500,000099,135905,77,4714,61.22077922077922,58.15974025974026,12/31/2018 07:30 PM
998,250ML RGB FANTA SHELL + BO,000099,107078,70,8913,127.32857142857142,120.96214285714285,12/31/2018 07:30 PM
999,AMOS TATTOO GEL PEN,000099,130374,38,5104,134.31578947368422,127.60000000000001,12/31/2018 07:30 PM
